289.9
45.4
63.5
115.6
44.0
10.4
6.8
18.4
15.9
24.9
23.1
9.4
5.2
4.0
71.3
39.2
88.5
71.9
23.7
8.9
5.8
185.0
51.6
138.5
18.6
81.9
50.0
5.5
14.2
53.5
7.6
24.2
43.2
105.7
46.4
85.1
55.4
31.5
19.3
13.9
43.9
12.1
40.1
253.5
73.8
4.4
89.0
24.2
44.0
76.7
103.0
188.3
30.3
67.2
68.4
8.5
82.6
82.6
20.3
22.0
52.0
214.2
30.2
51.3
31.6
14.6
33.9
111.9
8.2
34.7
8.3
91.7
11.0
6.5
90.3
40.4
45.8
9.4
3.1
6.8
75.1
12.6
57.1
